eval_training_code,eti_trainer_materi,eti_trainer_penampilan,eti_trainer_interaksi,eti_trainer_waktu,eti_materi_bobot,eti_materi_jelas,eti_materi_objective,eti_metode,eti_organizer,eti_trainee_relevan,eti_trainee_manfaat,eti_essay_1,eti_essay_2,eti_essay_3,eti_metode_objective
C0001,,,,,,,,,,,,,,,
